exp,type,subtype,num,ref_dry,ref_wet,tar_dry,tar_wet,pred1,pred2,random_param
recording_env_daps,codec,libopus,2,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/libopus/libopus-hard-2-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/libopus/libopus-hard-2-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/libopus/libopus-hard-2-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/libopus/libopus-hard-2-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/libopus_hard-2-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/libopus_hard-2-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/libopus/libopus-moderate-2-wet_tar.wav
recording_env_daps,noise,add_noise_clap,4,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/add_noise_clap/add_noise_clap-hard-4-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/add_noise_clap/add_noise_clap-hard-4-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/add_noise_clap/add_noise_clap-hard-4-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/add_noise_clap/add_noise_clap-hard-4-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/add_noise_clap_hard-4-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/add_noise_clap_hard-4-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/add_noise_clap/add_noise_clap-moderate-4-wet_tar.wav
recording_env_daps,bandpass,bandpass_ladder,6,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandpass_ladder/bandpass_ladder-hard-6-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandpass_ladder/bandpass_ladder-hard-6-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandpass_ladder/bandpass_ladder-hard-6-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandpass_ladder/bandpass_ladder-hard-6-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/bandpass_ladder_hard-6-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/bandpass_ladder_hard-6-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/bandpass_ladder/bandpass_ladder-moderate-6-wet_tar.wav
recording_env_daps,bandreject,bandreject,8,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandreject/bandreject-hard-8-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandreject/bandreject-hard-8-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandreject/bandreject-hard-8-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bandreject/bandreject-hard-8-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/bandreject_hard-8-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/bandreject_hard-8-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/bandreject/bandreject-moderate-8-wet_tar.wav
recording_env_daps,bitcrush,bitcrush,10,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bitcrush/bitcrush-hard-10-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bitcrush/bitcrush-hard-10-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bitcrush/bitcrush-hard-10-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/bitcrush/bitcrush-hard-10-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/bitcrush_hard-10-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/bitcrush_hard-10-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/bitcrush/bitcrush-moderate-10-wet_tar.wav
recording_env_daps,modulation,flanger,12,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/flanger/flanger-hard-12-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/flanger/flanger-hard-12-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/flanger/flanger-hard-12-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/flanger/flanger-hard-12-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/flanger_hard-12-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/flanger_hard-12-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/flanger/flanger-moderate-12-wet_tar.wav
recording_env_daps,compressor,compressor,14,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/compressor/compressor-hard-14-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/compressor/compressor-hard-14-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/compressor/compressor-hard-14-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/compressor/compressor-hard-14-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/compressor_hard-14-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/compressor_hard-14-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/compressor/compressor-moderate-14-wet_tar.wav
recording_env_daps,delay,delay,16,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/delay/delay-hard-16-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/delay/delay-hard-16-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/delay/delay-hard-16-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/delay/delay-hard-16-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/delay_hard-16-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/delay_hard-16-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/delay/delay-moderate-16-wet_tar.wav
recording_env_daps,distortion,distortion,18,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/distortion/distortion-hard-18-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/distortion/distortion-hard-18-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/distortion/distortion-hard-18-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/distortion/distortion-hard-18-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/distortion_hard-18-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/distortion_hard-18-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/distortion/distortion-moderate-18-wet_tar.wav
recording_env_daps,clipping,soft_clipper,20,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/soft_clipper/soft_clipper-hard-20-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/soft_clipper/soft_clipper-hard-20-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/soft_clipper/soft_clipper-hard-20-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/soft_clipper/soft_clipper-hard-20-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/soft_clipper_hard-20-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/soft_clipper_hard-20-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/soft_clipper/soft_clipper-moderate-20-wet_tar.wav
recording_env_daps,highpass,highpass_ladder,22,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/highpass_ladder/highpass_ladder-hard-22-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/highpass_ladder/highpass_ladder-hard-22-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/highpass_ladder/highpass_ladder-hard-22-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/highpass_ladder/highpass_ladder-hard-22-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/highpass_ladder_hard-22-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/highpass_ladder_hard-22-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/highpass_ladder/highpass_ladder-moderate-22-wet_tar.wav
recording_env_daps,limiter,limiter,24,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/limiter/limiter-hard-24-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/limiter/limiter-hard-24-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/limiter/limiter-hard-24-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/limiter/limiter-hard-24-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/limiter_hard-24-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/limiter_hard-24-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/limiter/limiter-moderate-24-wet_tar.wav
recording_env_daps,lowpass,lowpass_ladder,26,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/lowpass_ladder/lowpass_ladder-hard-26-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/lowpass_ladder/lowpass_ladder-hard-26-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/lowpass_ladder/lowpass_ladder-hard-26-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/lowpass_ladder/lowpass_ladder-hard-26-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/lowpass_ladder_hard-26-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/lowpass_ladder_hard-26-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/lowpass_ladder/lowpass_ladder-moderate-26-wet_tar.wav
recording_env_daps,micir_conv,micir_conv_modern_2,28,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/micir_conv_modern_2/micir_conv_modern_2-_-28-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/micir_conv_modern_2/micir_conv_modern_2-_-28-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/micir_conv_modern_2/micir_conv_modern_2-_-28-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/micir_conv_modern_2/micir_conv_modern_2-_-28-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/micir_conv_modern_2-28-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/micir_conv_vintage_2-28-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/micir_conv_modern_2/micir_conv_modern_2-_-28-wet_tar.wav
recording_env_daps,eq,svf,30,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/svf/svf-hard-30-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/svf/svf-hard-30-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/svf/svf-hard-30-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/svf/svf-hard-30-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/svf_hard-30-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/svf_hard-30-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/svf/svf-moderate-30-wet_tar.wav
recording_env_daps,rir_conv,rir_conv_church,32,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/rir_conv_church/rir_conv_church-_-32-dry_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/rir_conv_church/rir_conv_church-_-32-wet_ref.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/rir_conv_church/rir_conv_church-_-32-dry_tar.wav,/ssd4/doyo/test_set_v2/single_effects_multi_env/daps/rir_conv_church/rir_conv_church-_-32-wet_tar.wav,/ssd4/doyo/infer_forward_exp2-rec_env/single_recording_env/daps/rir_conv_church-32-3pred.wav,/ssd4/doyo/infer_forward_exp2-rec_env/multiple_recording_env/daps/rir_conv_bathroom-32-3pred.wav,/ssd4/doyo/test_set_v2/single_effects_rand_param_2/daps/rir_conv_church/rir_conv_church-_-32-wet_tar.wav
